annee_candidature;numero_candidat;classement;nom;prenom;sexe;date_naissance;nationalite;code_postal;ville;pays;boursier;profil_candidat;numero_ine;type_etablissement;libelle_etablissement;commune_etablissement;departement_etablissement;pays_etablissement;niveau_etudes_actuel;type_formation;serie;dominante;specialite;lv1;lv2;diplome;diplome_serie;diplome_dominante;diplome_specialite;diplome_mention;diplome_mois_annee_obtention_bac
2016-2017;791197;NCF;TISON;Sylvester;M;1998-10-22;FR;44590;Derval;France;Non boursier;En Terminale;M671507117B;Lycée à classe postbac;Lycée Polyvalent Guy Môquet - Etienne Lenoir;Châteaubriant;44;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;401365;NC;TISSERAND;Diodore;M;1998-06-18;FR;29800;La Forest-Landerneau;France;Non boursier;En Terminale;T892742627B;Lycée à classe postbac;Lycée St-Sébastien;Landerneau;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;681427;NC;TISSOT;Warwick;M;1997-05-08;FR;89000;AUXERRE;France;Non boursier;En Terminale;D802026041W;Lycée à classe postbac;Lycée Jacques Amyot;Auxerre;89;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;114113;NCF;TORRES;Justine;F;1998-11-28;FR;22510;PENGUILY;France;Non boursier;En Terminale;J729441600U;Lycée à classe postbac;Lycée agricole ESPA;Quessoy;22;France;Terminale;Terminale;PA;;Services aux Personnes et aux Territoires;Anglais;;Bac en préparation;Professionnelle Agricole;;Services aux Personnes et aux Territoires;;
2016-2017;1176134;216;TOUTAIN;Oz;M;1998-09-06;FR;29150;Châteaulin;France;Non boursier;Scolarisé dans le supérieur en France;H411563314M;Lycée à classe postbac;Lycée La Pérouse - Kerichen;Brest;29;France;1ère année d'études supérieures;CPGE;Classe préparatoire scientifique;;MPSI;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;Admis mention Assez Bien;07/2015   
2016-2017;796422;NCF;TOUTAIN;Seamour;M;1998-05-30;FR;29100;Douarnenez;France;Boursier du secondaire;En Terminale;R918943864A;Lycée sans classe postbac;Lycée Ste Elisabeth-St Blaise;Douarnenez;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;195713;164;TOUZE;Tyrese;M;1998-12-30;FR;35510;Cesson-Sévigné;France;Non boursier;En Terminale;S723563142I;Lycée sans classe postbac;Lycée Sevigne;Cesson-Sévigné;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;603018;247;TRANCHANT;Vere;M;1998-06-01;FR;53100;Châtillon-sur-Colmont;France;Non boursier;En Terminale;U182368767F;Lycée à classe postbac;Lycée Reaumur;Laval;53;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;331383;69;TRAORE;Zacharie;M;1997-08-22;FR;29300;Mellac;France;Non boursier;En Terminale;I681680301Q;Lycée à classe postbac;Lycée Jean-Baptiste Colbert;Lorient;56;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Italien;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;1118792;108;TRICOT;Draven;M;1995-01-09;FR;22580;Plouha;France;Non boursier;Scolarisé dans le supérieur en France;W142254882W;Ecole;ENI de Brest;Brest;29;France;2nd année d'études supérieures;Formations d'ingénieurs;Scientifique Classe Préparatoire Intrégrée;;;;;Bac français obtenu;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;Admis mention Assez Bien;07/2013   
2016-2017;666175;21;TRICOT;Merrick;M;1998-10-15;FR;22260;Quemper-Guézennec;France;Non boursier;En Terminale;U953104888U;Lycée à classe postbac;Lycée Felix Le Dantec;Lannion;22;France;Terminale;Terminale;S;Sciences de l'ingénieur;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Mathématiques;;
2016-2017;511791;122;TUAL;Aimée;M;1998-05-22;FR;22170;Plouagat;France;Non boursier;En Terminale;U573461811F;Lycée à classe postbac;Lycée Auguste Pavie;Guingamp;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;160741;NC;TURPIN;Charlton;M;1997-10-07;FR;56230;Questembert;France;Non boursier;En Terminale;Q430816785V;Lycée à classe postbac;Lycée Marcelin Berthelot;Questembert;56;France;Terminale;Terminale;STI2D;;Innovation Technologique et Eco conception;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Innovation Technologique et Eco conception;;
2016-2017;1169341;NC;VALENTIN;Baldric;M;1997-03-03;FR;44300;Nantes;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;Q461801110J;Université;Université de Nantes;Nantes;44;France;1ère année d'études supérieures;Licences;Licence - Arts-lettres-langues;;Lettres;;;Bac français obtenu;Sciences et Technologies du Management et de la Gestion;;Gestion et Finance;Admis mention Assez Bien;07/2015   
2016-2017;321673;197;VALENTIN;Edison;M;1998-06-03;FR;22590;Pordic;France;Non boursier;En Terminale;P705051354A;Lycée à classe postbac;Lycée Ernest Renan;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;244201;NC;VALLEE;Mick;M;1998-09-10;FR;35160;Montfort-sur-Meu;France;Non boursier;En Terminale;H635043536Y;Lycée sans classe postbac;Lycée Rene Cassin;Montfort-sur-Meu;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;225156;NC;VANDAMME;Woodrow;M;1997-12-19;FR;22190;Plérin;France;Non boursier;En Terminale;I985285784R;Lycée à classe postbac;Lycée Eugene Freyssinet;Saint-Brieuc;22;France;Terminale;Terminale;STI2D;;Architecture et construction;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Architecture et construction;;
2016-2017;1185903;257;VARIN;Rube;M;1997-09-29;FR;22380;Saint Cast le Guildo;France;Non boursier;Scolarisé dans le supérieur en France;E242984255B;Université;Université de Rennes 1;Rennes;35;France;1ère année d'études supérieures;Licences;Licence - Sciences - technologies - santé;;Informatique;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;Admis mention Assez Bien;07/2014   
2016-2017;639923;214;VAUTHIER;Daren;M;1998-03-01;FR;29410;Pleyber-Christ;France;Non boursier;En Terminale;N368543898B;Lycée à classe postbac;Lycée Tristan Corbiere;Morlaix;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Pas de spécialité (S.I);Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2016-2017;382490;NC;VERDIER;Oberon;M;1996-07-23;FR;26600;Tain-l'Hermitage;France;Non boursier;En Terminale;Z781877274E;Lycée à classe postbac;LPO LYCEE DES METIERS ALGOUD - LAFFEMAS;Valence;26;France;Terminale;Terminale;STMG;;Systèmes d'information et de gestion;Anglais;Allemand;Bac français obtenu;Sciences et Technologies du Management et de la Gestion;;Mercatique;Admis sans mention;07/2015   
2016-2017;307916;33;VERGER;Forrest;M;1998-01-09;FR;35580;Goven;France;Non boursier;En Terminale;A968118567U;Lycée à classe postbac;Lycée Victor et Hélène BASCH;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;796390;265;VERGNAUD;Cassian;M;1998-03-07;FR;29770;Cléden-Cap-Sizun;France;Non boursier;En Terminale;U033572131I;Lycée sans classe postbac;Lycée Ste Elisabeth-St Blaise;Douarnenez;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;1004872;NCF;VERNET;Horatio;M;1997-01-16;FR;35170;Bruz;France;Non boursier;Scolarisé dans le supérieur en France;O636473234Z;Université;Université de Bretagne Sud - Site de Vannes;Vannes;56;France;1ère année d'études supérieures;Cycle universitaire préparatoire aux grandes écoles;CUPGE mention Maths Info Stats (MIS);;;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Admis sans mention;07/2015   
2016-2017;544800;NC;VIAL;Gus;M;1999-09-11;FR;35470;Pléchâtel;France;Non boursier;En Terminale;C259108785H;Lycée à classe postbac;Lycée Marcel Callo;Redon;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;319019;NC;VIGNAL;Tolly;M;1998-07-23;FR;35740;Pacé;France;Non boursier;En Terminale;T413575676P;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Pas de spécialité (S.I);Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2016-2017;347905;NC;VIGNAUD;Gall;M;1998-03-16;FR;56380;Beignon;France;Non boursier;En Terminale;M525418723Q;Lycée à classe postbac;Lycée La Mennais;Ploërmel;56;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;505044;132;VIGNAUD;Jannine;F;1998-11-23;FR;35330;Bovel;France;Boursier du secondaire;En Terminale;S886954422Q;Lycée à classe postbac;Lycée Broceliande;Guer;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;244121;NCF;VIGNERON;Ernest;M;1997-10-26;FR;35310;Bréal-sous-Montfort;France;Non boursier;En Terminale;O573460777D;Lycée sans classe postbac;Lycée Rene Cassin;Montfort-sur-Meu;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;222235;NC;VIGOUROUX;Stu;M;1998-03-24;FR;29200;Brest;France;Non boursier;En Terminale;Q466318243D;Lycée à classe postbac;Lycée Vauban;Brest;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;318808;NP;VIGUIER;Lenny;M;1998-05-24;FR;35140;Mézières-sur-Couesnon;France;Non boursier;En Terminale;G647183681C;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Pas de spécialité (S.I);Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2016-2017;240714;NP;VILAIN;Clive;M;1998-08-14;FR;56190;Muzillac;France;Non boursier;En Terminale;R226466365O;Lycée à classe postbac;Lycée St Paul;Vannes;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;689713;165;VILLAIN;Tristin;M;1997-09-13;FR;77165;Iverny;France;Non boursier;En Terminale;O161368127Z;Lycée à classe postbac;Lycée Pierre de Coubertin;Meaux;77;France;Terminale;Terminale;S;Sciences de l'ingénieur;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Mathématiques;;
2016-2017;222079;NC;VILLETTE;Mansel;M;1997-07-28;FR;29200;Brest;France;Boursier du secondaire;En Terminale;G722628446L;Lycée à classe postbac;Lycée Vauban;Brest;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Pas de spécialité (S.I);Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2016-2017;226377;NC;VINET;Justin;M;1997-04-24;FR;29900;Concarneau;France;Non boursier;En Terminale;Q622701892V;Lycée sans classe postbac;Lycée Pierre Gueguin;Concarneau;29;France;Terminale;Terminale;P;;Electrotechnique, énergie, équipements communicants;Anglais;;Bac en préparation;Professionnelle;;Electrotechnique, énergie, équipements communicants;;
2016-2017;1044288;NP;VINET;Lenore;F;1996-04-03;FR;29200;Brest;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;D736778863H;Université;Université de Rennes 2;Rennes;35;France;1ère année d'études supérieures;Licences;Licence - Arts-lettres-langues;;Langues, littératures & civilisations étrangères et régionales;;;Bac français obtenu;Littéraire;;Mathématiques;Admis sans mention;07/2015   
2016-2017;278301;NC;VITRY;Théophile;M;1998-01-06;FR;49220;Le Lion-d'Angers;France;Non boursier;En Terminale;W118247453V;Lycée à classe postbac;Lycée Polyvalent Blaise Pascal;Segré;49;France;Terminale;Terminale;STI2D;;Innovation Technologique et Eco conception;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Innovation Technologique et Eco conception;;
2016-2017;249905;NP;VIVIER;Austen;M;1998-05-19;FR;35400;Saint-Malo;France;Non boursier;En Terminale;S127701744Z;Lycée à classe postbac;Lycée Jacques Cartier;Saint-Malo;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;804962;NC;VOGEL;Omega;M;1997-02-13;FR;35350;Saint-Coulomb;France;Non boursier;En Terminale;S438941439W;Lycée à classe postbac;Institution St Malo-Providence;Saint-Malo;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;421075;NC;WALLET;Gaëtan;M;1998-08-06;FR;29850;Gouesnou;France;Non boursier;En Terminale;T125726173L;Lycée sans classe postbac;Lycée DE L'IROISE;Brest;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;1109554;NCF;WEISS;Arn;M;1996-03-17;FR;44000;Nantes;France;Non boursier;Non scolarisé;W671140287O;;;;;;;;;;;;;Bac français obtenu;Sciences et Technologies du Management et de la Gestion;;Gestion et Finance;Admis sans mention;06/2014   
2016-2017;505773;NC;WIART;Derren;M;1997-08-11;FR;29260;Lesneven;France;Non boursier;En Terminale;K421676552D;Lycée sans classe postbac;Lycée St Francois - Notre Dame;Lesneven;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;1001789;NC;WINTERSTEIN;Abner;M;1997-11-19;FR;61300;Saint-Sulpice-sur-Risle;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;S318814419T;Université;Université de Caen Normandie;Caen;14;France;1ère année d'études supérieures;Licences;Licence - Droit-économie-gestion;;Droit;;;Bac français obtenu;Economique et social;;Mathématiques;Admis mention Assez Bien;07/2015   
2016-2017;1006263;NCF;WINTERSTEIN;Vance;M;1991-03-25;FR;22300;Rospez;France;Non boursier;Non scolarisé;D159291857I;;;;;;;;;;;;;Bac français obtenu;Professionnelle Agricole;;Services en milieu rural;Admis sans mention;07/2012   
2016-2017;291431;NCF;WOLFF;Edmund;M;1998-08-14;FR;35200;Rennes;France;Boursier du secondaire;En Terminale;U577255478H;Lycée à classe postbac;Lycée René Descartes;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;;
2016-2017;599052;115;WOLFF;Freeman;M;1997-08-11;FR;56850;Caudan;France;Non boursier;En Terminale;A573408533H;Lycée à classe postbac;Lycée St Joseph - LaSalle Lorient;Lorient;56;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;1074686;NC;ZIMMERMANN;Walt;M;1995-04-05;FR;14000;Caen;France;Non boursier;Non scolarisé;P222065622R;;;;;;;;;;;;;Bac français obtenu;Scientifique;Ecologie, Agronomie et Territoires;Ecologie agronomie et territoires;Admis sans mention;07/2013   
2016-2017;643563;NC;ZIMMERMANN;Willy;M;1998-07-24;FR;14550;Blainville-sur-Orne;France;Boursier du secondaire;En Terminale;S367054800O;Lycée à classe postbac;Lycée Jules Dumont d'Urville;Caen;14;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
