annee_inscription;etape;libel_etape;version_etape;num_etudiant;ine;nom;prenom;date_naissance;sexe;nationalite;code_postal;ville;cat_socio_etudiant;cat_socio_parent;bac;mention;annee_bac;departement_bac;etablissement_bac;lib_etab_bac;situ_annee_prec;bourse_superieur
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;77568638318;L116683762L;GAUVIN;Lenny;1997-10-07;M;FRANCAIS(E);29217;LE CONQUET;Personne sans activite professionnelle;Personne sans activite professionnelle;TI2D;AB;2015;29;0290012F;INDUSTRIEL VAUBAN;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;77568638318;L116683762L;GAUVIN;Lenny;1997-10-07;M;FRANCAIS(E);29217;LE CONQUET;Personne sans activite professionnelle;Non renseigne (inconnu);TI2D;AB;2015;29;0290012F;INDUSTRIEL VAUBAN;E;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;44152416733;T206554060R;FLOCH;Cyrus;1997-05-29;M;FRANCAIS(E);35340;LIFFRE;Personne sans activite professionnelle;Employe de commerce;TI2D;AB;2015;35;0350029S;JOLIOT-CURIE;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;44152416733;T206554060R;FLOCH;Cyrus;1997-05-29;M;FRANCAIS(E);35340;LIFFRE;Personne sans activite professionnelle;Employe de commerce;TI2D;AB;2015;35;0350029S;JOLIOT-CURIE;C;Bourse enseignement supérieur définitive
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;26730381373;B457725258E;MORAND;Yorick;1997-10-21;M;FRANCAIS(E);29000;QUIMPER;Technicien;Profession interm adm et commerc. entrep;TI2D;B;2015;29;0290071V;YVES THEPOT;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;26730381373;B457725258E;MORAND;Yorick;1997-10-21;M;FRANCAIS(E);29000;QUIMPER;Personne sans activite professionnelle;Profession interm adm et commerc. entrep;TI2D;B;2015;29;0290071V;YVES THEPOT;C;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;24169747510;Q336505622F;COSSON;Crawford;1998-07-11;M;FRANCAIS(E);22300;LANNION;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;AB;2016;22;0220058U;CHAPTAL;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;24169747510;Q336505622F;COSSON;Crawford;1998-07-11;M;FRANCAIS(E);22300;LANNION;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;AB;2016;22;0220058U;CHAPTAL;A;Bourse enseignement supérieur définitive
2018-2019;T10605;DUT INFORMATIQUE 2 ANNEE (Contrat pro.);141;43424067273;L173238823B;GUITTON;Mason;1999-01-26;M;FRANCAIS(E);29170;SAINT-EVARZEC;Technicien;Cadre administratif et commercial d'entr;S;TB;2017;29;0290170C;PRIVE LE LIKES;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;43424067273;L173238823B;GUITTON;Mason;1999-01-26;M;FRANCAIS(E);29170;SAINT-EVARZEC;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;TB;2017;29;0290170C;PRIVE LE LIKES;A;Bourse enseignement supérieur définitive
2017-2018;T10605;DUT INFORMATIQUE 2 ANNEE (Contrat pro.);141;89482619424;V844234362I;AUCLAIR;Sanford;1997-08-22;M;FRANCAIS(E);44118;LA CHEVROLIERE;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;P;2015;44;0440274J;NOTRE DAME;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;89482619424;V844234362I;AUCLAIR;Sanford;1997-08-22;M;FRANCAIS(E);44118;LA CHEVROLIERE;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;P;2015;44;0440274J;NOTRE DAME;S;
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;55859631188;T519569108N;DESHAYES;Donatienne;1998-02-06;F;FRANCAIS(E);49300;CHOLET;Technicien;Retraité ancien  employé et ouvrier;S;AB;2016;49;0490054T;FERNAND RENAUDEAU;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;55859631188;T519569108N;DESHAYES;Donatienne;1998-02-06;F;FRANCAIS(E);49300;CHOLET;Personne sans activite professionnelle;Retraité ancien  employé et ouvrier;S;AB;2016;49;0490054T;FERNAND RENAUDEAU;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;59569821006;T016352220Z;HENRIOT;Roch;1998-11-24;M;FRANCAIS(E);49290;CHAUDEFONDS-SUR-LAYON;Personne sans activite professionnelle;Profession interm sante et  trav. social;S;AB;2016;49;0492123S;JEAN MOULIN;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;59569821006;T016352220Z;HENRIOT;Roch;1998-11-24;M;FRANCAIS(E);49290;CHAUDEFONDS-SUR-LAYON;Personne sans activite professionnelle;Profession interm sante et  trav. social;S;AB;2016;49;0492123S;JEAN MOULIN;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;25871176283;J635223854F;MONIER;Cleveland;1999-08-22;M;FRANCAIS(E);49300;CHOLET;Elève/Etudiant;Ingenieur cadre technique d'entreprise;S;P;2017;49;0490054T;FERNAND RENAUDEAU;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;25871176283;J635223854F;MONIER;Cleveland;1999-08-22;M;FRANCAIS(E);49300;CHOLET;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;P;2017;49;0490054T;FERNAND RENAUDEAU;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;25871176283;J635223854F;MONIER;Cleveland;1999-08-22;M;FRANCAIS(E);49300;CHOLET;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;P;2017;49;0490054T;FERNAND RENAUDEAU;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;18949308387;D656375770P;CAZENAVE;Constant;1995-10-23;M;FRANCAIS(E);51460;COURTISOLS;Personne sans activite professionnelle;Ouvrier qualifie;S;B;2013;51;0511147V;ST VINCENT DE PAUL;C;Bourse de l'enseignement supérieur
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;18949308387;D656375770P;CAZENAVE;Constant;1995-10-23;M;FRANCAIS(E);51460;COURTISOLS;Personne sans activite professionnelle;Ouvrier qualifie;S;B;2013;51;0511147V;ST VINCENT DE PAUL;H;Bourse enseignement supérieur définitive
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;34534167451;K055493408V;NICOL;Horsa;1997-02-03;M;FRANCAIS(E);92700;COLOMBES;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;TI2D;B;2015;75;0754025T;SAINT-NICOLAS;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;34534167451;K055493408V;NICOL;Horsa;1997-02-03;M;FRANCAIS(E);92700;COLOMBES;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;TI2D;B;2015;75;0754025T;SAINT-NICOLAS;C;
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;41846064486;L183417263T;GUILLAUD;Adeline;1999-02-24;F;FRANCAIS(E);56120;JOSSELIN;Technicien;Professeur, profession scientifique;S;B;2017;56;0560105K;PRIVE LA MENNAIS;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;41846064486;L183417263T;GUILLAUD;Adeline;1999-02-24;F;FRANCAIS(E);56120;JOSSELIN;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;56;0560105K;PRIVE LA MENNAIS;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;77165305782;W558512393T;MURAT;Porter;1999-04-09;M;FRANCAIS(E);22600;LOUDEAC;Elève/Etudiant;Technicien;S;P;2017;22;0221589H;PRIVE ST JOSEPH;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;77165305782;W558512393T;MURAT;Porter;1999-04-09;M;FRANCAIS(E);22600;LOUDEAC;Personne sans activite professionnelle;Technicien;S;P;2017;22;0221589H;PRIVE ST JOSEPH;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;36446174920;Q319337762D;MACE;Raphaël;1999-04-19;M;FRANCAIS(E);29000;QUIMPER;Elève/Etudiant;Technicien;S;AB;2017;29;0290170C;PRIVE LE LIKES;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;36446174920;Q319337762D;MACE;Raphaël;1999-04-19;M;FRANCAIS(E);29000;QUIMPER;Personne sans activite professionnelle;Technicien;S;AB;2017;29;0290170C;PRIVE LE LIKES;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;63532178472;F173741863F;LAVILLE;Jermaine;1999-12-29;M;FRANCAIS(E);35170;BRUZ;Technicien;Technicien;S;AB;2017;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;63532178472;F173741863F;LAVILLE;Jermaine;1999-12-29;M;FRANCAIS(E);35170;BRUZ;Personne sans activite professionnelle;Technicien;S;AB;2017;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;41950017433;J727282473B;NOWAK;Abner;1999-06-09;M;FRANCAIS(E);22300;PLOUBEZRE;Personne sans activite professionnelle;Person. service direct aux particuliers;S;TB;2017;22;0220023F;FELIX LE DANTEC;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;41950017433;J727282473B;NOWAK;Abner;1999-06-09;M;FRANCAIS(E);22300;PLOUBEZRE;Personne sans activite professionnelle;Person. service direct aux particuliers;S;TB;2017;22;0220023F;FELIX LE DANTEC;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;42234921052;D838463578I;GODIN;Sheldon;1998-08-07;M;FRANCAIS(E);29200;BREST;Technicien;Cadre administratif et commercial d'entr;TI2D;B;2016;29;0290012F;INDUSTRIEL VAUBAN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;42234921052;D838463578I;GODIN;Sheldon;1998-08-07;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;TI2D;B;2016;29;0290012F;INDUSTRIEL VAUBAN;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;42234921052;D838463578I;GODIN;Sheldon;1998-08-07;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;TI2D;B;2016;29;0290012F;INDUSTRIEL VAUBAN;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;47511525604;R227104317F;AUFFRET;Howard;1998-11-09;M;CENTRAFRICAIN(E);41000;SAINT-DENIS-SUR-LOIRE;Personne sans activite professionnelle;Profession interm adm et commerc. entrep;31;B;2015;99;;;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;47511525604;R227104317F;AUFFRET;Howard;1998-11-09;M;CENTRAFRICAIN(E);41000;SAINT-DENIS-SUR-LOIRE;Personne sans activite professionnelle;Personne sans activite professionnelle;31;B;2015;99;;;Q;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;41164803627;I747884132J;GABORIT;Eveleen;1999-10-24;F;FRANCAIS(E);22300;TREDREZ-LOCQUEMEAU;Personne sans activite professionnelle;Contremaitre-agent de maitrise;ST2S;AB;2018;22;0221571N;KERRAOUL;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;41164803627;I747884132J;GABORIT;Eveleen;1999-10-24;F;FRANCAIS(E);22300;TREDREZ-LOCQUEMEAU;Personne sans activite professionnelle;Contremaitre-agent de maitrise;ST2S;AB;2018;22;0221571N;KERRAOUL;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;30284447243;U073155377F;BIGOT;Cyril;2000-01-19;M;FRANCAIS(E);56680;PLOUHINEC;Elève/Etudiant;Ouvriers qualifiés de type industriel;S;AB;2018;56;0560098C;PRIVE NOTRE DAME DU VOEU;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;30284447243;U073155377F;BIGOT;Cyril;2000-01-19;M;FRANCAIS(E);56680;PLOUHINEC;Elève/Etudiant;Ouvriers qualifiés de type industriel;S;AB;2018;56;0560098C;PRIVE NOTRE DAME DU VOEU;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;55352248071;P944414129B;MIGNOT;Morton;2000-05-04;M;FRANCAIS(E);35500;VITRE;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;AB;2018;35;0350053T;BERTRAND D ARGENTRE;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;55352248071;P944414129B;MIGNOT;Morton;2000-05-04;M;FRANCAIS(E);35500;VITRE;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;AB;2018;35;0350053T;BERTRAND D ARGENTRE;A;Bourse de l'enseignement supérieur
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;62268433886;V873667785Y;GEORGET;David;2000-11-19;M;FRANCAIS(E);35310;SAINT-THURIAL;Personne sans activite professionnelle;Technicien;S;AB;2018;35;0352235P;RENE CASSIN;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;62268433886;V873667785Y;GEORGET;David;2000-11-19;M;FRANCAIS(E);35310;SAINT-THURIAL;Personne sans activite professionnelle;Technicien;S;AB;2018;35;0352235P;RENE CASSIN;A;
2019-2020;T10607;DUT INFORMATIQUE 2 ANNEE (alternance);191;43306816013;K202873852K;PELE;Grant;2001-03-02;M;FRANCAIS(E);56100;LORIENT;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;AB;2018;56;0560026Z;COLBERT;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;43306816013;K202873852K;PELE;Grant;2001-03-02;M;FRANCAIS(E);56100;LORIENT;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;AB;2018;56;0560026Z;COLBERT;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;24314225826;F133438118T;RENAUDIN;Dennis;1999-08-05;M;FRANCAIS(E);56130;NIVILLAC;Elève/Etudiant;Contremaitre-agent de maitrise;TI2D;B;2018;35;0350791V;PRIVE MARCEL CALLO;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;24314225826;F133438118T;RENAUDIN;Dennis;1999-08-05;M;FRANCAIS(E);56130;NIVILLAC;Elève/Etudiant;Contremaitre-agent de maitrise;TI2D;B;2018;35;0350791V;PRIVE MARCEL CALLO;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;46661124247;W266954738S;LEGENDRE;Giffard;2000-03-23;M;FRANCAIS(E);56140;SAINT-MARCEL;Elève/Etudiant;Employe de commerce;S;AB;2018;56;0560105K;PRIVE LA MENNAIS;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;46661124247;W266954738S;LEGENDRE;Giffard;2000-03-23;M;FRANCAIS(E);56140;SAINT-MARCEL;Elève/Etudiant;Employe de commerce;S;AB;2018;56;0560105K;PRIVE LA MENNAIS;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;54253344875;V777647738D;MARZIN;Greig;2000-12-27;M;FRANCAIS(E);29280;PLOUZANE;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;P;2018;29;0290012F;INDUSTRIEL VAUBAN;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;54253344875;V777647738D;MARZIN;Greig;2000-12-27;M;FRANCAIS(E);29280;PLOUZANE;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;P;2018;29;0290012F;INDUSTRIEL VAUBAN;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;58750474372;J687617217O;CHAZAL;Hewie;2000-08-09;M;FRANCAIS(E);35310;BREAL-SOUS-MONTFORT;Elève/Etudiant;Profession interm sante et  trav. social;S;AB;2018;35;0350030T;PIERRE MENDES FRANCE;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;58750474372;J687617217O;CHAZAL;Hewie;2000-08-09;M;FRANCAIS(E);35310;BREAL-SOUS-MONTFORT;Elève/Etudiant;Profession interm sante et  trav. social;S;AB;2018;35;0350030T;PIERRE MENDES FRANCE;A;Bourse enseignement supérieur définitive
2019-2020;T10607;DUT INFORMATIQUE 2 ANNEE (alternance);191;44250874878;J188112216M;CAUSSE;David;2000-03-16;M;FRANCAIS(E);56240;LANVAUDAN;Elève/Etudiant;Ouvriers qualifiés de type artisanal;S;AB;2018;56;0560098C;PRIVE NOTRE DAME DU VOEU;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;44250874878;J188112216M;CAUSSE;David;2000-03-16;M;FRANCAIS(E);56240;LANVAUDAN;Elève/Etudiant;Ouvriers qualifiés de type artisanal;S;AB;2018;56;0560098C;PRIVE NOTRE DAME DU VOEU;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;49224438753;M738278328D;ROUTIER;Ferdy;2000-03-25;M;FRANCAIS(E);49270;OREE-D'ANJOU;Elève/Etudiant;Artisan;S;P;2018;49;0492420P;LYCEE SAINT AUBIN LA SALLE;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;49224438753;M738278328D;ROUTIER;Ferdy;2000-03-25;M;FRANCAIS(E);49270;OREE-D'ANJOU;Elève/Etudiant;Artisan;S;P;2018;49;0492420P;LYCEE SAINT AUBIN LA SALLE;A;Bourse enseignement supérieur définitive
2019-2020;T10607;DUT INFORMATIQUE 2 ANNEE (alternance);191;82834312803;H522166615E;GENET;Naomi;2000-08-08;F;FRANCAIS(E);85600;MONTAIGU-VENDEE;Personne sans activite professionnelle;Ouvriers qualifiés de type industriel;S;TB;2018;85;0851390Z;LEONARD DE VINCI;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;82834312803;H522166615E;GENET;Naomi;2000-08-08;F;FRANCAIS(E);85600;MONTAIGU-VENDEE;Personne sans activite professionnelle;Ouvriers qualifiés de type industriel;S;TB;2018;85;0851390Z;LEONARD DE VINCI;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;46122880460;D224803663A;THIBAULT;Benedict;1998-09-12;M;FRANCAIS(E);31880;LA SALVETAT-SAINT-GILLES;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;31;0312093G;INTERNATIONAL VICTOR HUGO;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;46122880460;D224803663A;THIBAULT;Benedict;1998-09-12;M;FRANCAIS(E);31880;LA SALVETAT-SAINT-GILLES;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;AB;2016;31;0312093G;INTERNATIONAL VICTOR HUGO;A;
